|    1331 | 100.00 |
|    1235 |  99.51 |
|    1221 | 100.00 |
|    1563 |  95.91 |
|    1504 |  96.48 |
|    2561 |  98.91 |
|     706 | 100.00 |
|     706 | 100.00 |
|     706 | 100.00 |
|     706 | 100.00 |
|     706 | 100.00 |
|     707 | 100.00 |
|     769 |  98.83 |
|     768 | 100.00 |
|     768 |  98.83 |
|     783 |  99.49 |
|    1202 |  99.50 |
|    1202 |  99.50 |
|    1202 |  99.50 |
|    1198 |  99.58 |
|    1202 |  99.50 |
|    1202 |  99.50 |
|    1195 |  99.58 |
|    1195 |  99.58 |
|    1195 |  99.58 |
|    1332 | 100.00 |
|    1332 | 100.00 |
|    1333 | 100.00 |
|     706 | 100.00 |
|    1331 | 100.00 |
|    1331 | 100.00 |
|    1203 |  99.92 |
|    1199 |  99.92 |
|    1202 |  99.92 |
|    1202 |  99.92 |
|    1202 |  99.92 |
|    1204 |  99.92 |
|    1202 |  99.92 |
|    1202 |  99.92 |
|    1195 |  99.58 |
|    1268 |  99.84 |
|    1260 | 100.00 |
|    1259 | 100.00 |
|    1255 | 100.00 |
|    1202 |  99.83 |
|    1202 |  99.92 |
|    1195 | 100.00 |
|    1195 | 100.00 |
|    1195 | 100.00 |
|    1195 | 100.00 |
|    1195 |  99.58 |
|    1199 |  99.92 |
|    1195 | 100.00 |
|    1365 |  99.71 |
|    1365 |  99.71 |
|    3257 |  98.83 |
|    5444 |  99.08 |
|    3246 |  99.08 |
|    5348 |  97.15 |
|    5166 |  97.53 |
|    3234 |  99.66 |
|    1737 |  99.02 |
|    1737 |  99.71 |
|    1920 |  98.91 |
|    1333 | 100.00 |
|    1334 | 100.00 |
|     706 | 100.00 |
|    1331 | 100.00 |
|    1332 | 100.00 |
|    1331 | 100.00 |
|    1204 |  99.92 |
|    1199 |  99.92 |
|    1203 | 100.00 |
|    1202 | 100.00 |
|    1202 | 100.00 |
|    1202 | 100.00 |
|    1204 | 100.00 |
|    1199 |  99.92 |
|    1198 |  99.58 |
|    1339 |  99.85 |
|    1333 | 100.00 |
|    1332 | 100.00 |
|    1332 | 100.00 |
|    1331 | 100.00 |
|     706 | 100.00 |
|    1203 |  99.92 |
|    1199 |  99.92 |
|    1204 | 100.00 |
|    1203 | 100.00 |
|    1203 | 100.00 |
|    1202 | 100.00 |
|    1203 | 100.00 |
|    1202 |  99.50 |
|    1195 | 100.00 |
|    5351 |  99.14 |
|    3248 |  99.17 |
|    3235 |  99.66 |
|    3245 |  99.17 |
|    5257 |  99.22 |
|    3243 |  99.29 |
|    1741 |  99.25 |
|    1829 |  99.13 |
|    1737 |  99.71 |
|    1732 |  99.65 |
|    1186 |  98.99 |
|     783 |  99.49 |
|     769 | 100.00 |
|     769 |  98.83 |
|     768 |  98.83 |
|    3721 |  96.96 |
|    3689 |  99.40 |
|    1202 |  99.83 |
|    1204 | 100.00 |
|    1204 | 100.00 |
|    1199 |  99.92 |
|    1209 |  99.92 |
|    1203 | 100.00 |
|    1202 |  99.92 |
|    1203 | 100.00 |
|    1202 |  99.50 |
|    1504 |  96.48 |
|    3831 |  97.10 |
|    3689 |  99.40 |
|    1952 |  99.44 |
|    5463 |  97.73 |
|    5424 |  97.11 |
|    1732 |  99.08 |
|    1732 |  99.65 |
|    5166 |  99.48 |
|    3369 |  99.44 |
|    3238 |  99.17 |
|    3245 |  99.41 |
|    1952 |  99.44 |
|    1955 |  99.74 |
|    1919 |  98.91 |
|    5256 |  99.41 |
|    5245 |  99.22 |
|    1741 |  99.71 |
|    3246 |  98.83 |
|    3243 |  99.41 |
|    3447 |  99.30 |
|    3244 |  99.48 |
|    5377 |  97.73 |
|    1954 |  99.74 |
|    5434 |  99.08 |
|    1740 |  99.25 |
|    1740 |  99.25 |
|    5164 |  98.10 |
|    3244 |  99.26 |
|    3233 |  99.29 |
|    3449 |  99.30 |
|    1186 |  98.99 |
|    1900 |  99.21 |
|    1830 |  99.13 |
|    5242 |  97.53 |
|    5165 |  99.48 |
|    1740 |  99.71 |
|    5249 |  98.10 |
|    3246 |  99.41 |
|    3234 |  99.17 |
|    3245 |  99.48 |
|    1331 | 100.00 |
|    1331 | 100.00 |
|    1331 | 100.00 |
|    1331 | 100.00 |
|    1331 | 100.00 |
|     707 | 100.00 |
|    1238 |  99.60 |
|    1221 | 100.00 |
